vie6u5cf,31,verb,schwanken,schenken,dist2,lower-left,FALSE,2026-01-30T11:14:30Z,3411,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,32,noun,zucchini,skateboard,dist3,lower-left,FALSE,2026-01-30T11:14:35Z,2923,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,33,verb,tuermen,tuermen,target,upper-left,TRUE,2026-01-30T11:14:42Z,4004,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,34,verb,befreien,schreien,dist2,upper-left,FALSE,2026-01-30T11:14:52Z,5764,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,35,noun,kajak,kajak,target,upper-left,TRUE,2026-01-30T11:14:58Z,3924,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,36,verb,abseilen,herunterklettern,dist1,lower-left,FALSE,2026-01-30T11:15:02Z,3090,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,37,verb,tuscheln,singen,dist3,upper-left,FALSE,2026-01-30T11:15:20Z,16210,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,38,noun,hummer,hummer,target,upper-right,TRUE,2026-01-30T11:15:25Z,3528,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,39,noun,nelke,zelt,dist2,lower-left,FALSE,2026-01-30T11:15:30Z,3813,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,40,verb,betrachten,betrachten,target,lower-left,TRUE,2026-01-30T11:15:38Z,3802,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,41,noun,flunder,flunder,target,lower-right,TRUE,2026-01-30T11:15:43Z,3068,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,42,noun,cello,cello,target,lower-left,TRUE,2026-01-30T11:15:48Z,2993,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,1,noun,auge,auge,target,upper-left,TRUE,2026-01-30T11:10:07Z,10967,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,2,verb,schweben,schweben,target,lower-left,TRUE,2026-01-30T11:10:14Z,4794,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,3,noun,moehre,moehre,target,lower-right,TRUE,2026-01-30T11:10:17Z,2919,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,4,noun,ameise,ameise,target,upper-right,TRUE,2026-01-30T11:10:22Z,3665,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,5,verb,jonglieren,werfen,dist1,lower-right,FALSE,2026-01-30T11:10:29Z,4913,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,6,noun,elch,skelett,dist3,upper-right,FALSE,2026-01-30T11:10:32Z,1229,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,7,noun,chor,tastatur,dist3,lower-left,FALSE,2026-01-30T11:10:44Z,5287,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,8,verb,torkeln,schnorcheln,dist2,upper-right,FALSE,2026-01-30T11:10:55Z,4281,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,9,verb,studieren,marschieren,dist2,upper-left,FALSE,2026-01-30T11:11:01Z,3626,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,10,verb,operieren,operieren,target,lower-left,TRUE,2026-01-30T11:11:10Z,6913,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,11,noun,ventilator,ventilator,target,lower-left,TRUE,2026-01-30T11:11:21Z,6137,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,12,verb,waehlen,ueberlegen,dist1,upper-right,FALSE,2026-01-30T11:11:30Z,8055,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,13,noun,rucola,drakula,dist2,upper-left,FALSE,2026-01-30T11:11:38Z,4621,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,14,verb,scheren,leeren,dist2,lower-right,FALSE,2026-01-30T11:11:45Z,4904,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,15,noun,giraffe,giraffe,target,upper-left,TRUE,2026-01-30T11:11:48Z,2429,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,16,noun,palme,kaktus,dist1,upper-right,FALSE,2026-01-30T11:12:09Z,16215,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,17,verb,tadeln,fluestern,dist3,upper-left,FALSE,2026-01-30T11:12:15Z,2873,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,18,noun,ananas,gitarre,dist2,upper-right,FALSE,2026-01-30T11:12:47Z,29509,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,19,verb,empfangen,verschicken,dist1,lower-left,FALSE,2026-01-30T11:12:54Z,3013,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,20,verb,verloben,heiraten,dist1,lower-right,FALSE,2026-01-30T11:12:59Z,3039,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,21,noun,ozean,ozean,target,upper-left,TRUE,2026-01-30T11:13:04Z,3001,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,22,verb,faulenzen,begrenzen,dist1,lower-right,FALSE,2026-01-30T11:13:09Z,2916,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,23,noun,gazelle,astronaut,dist3,lower-left,FALSE,2026-01-30T11:13:14Z,3685,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,24,verb,liefern,liefern,target,lower-left,TRUE,2026-01-30T11:13:19Z,2448,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,25,noun,pfifferling,schmetterling,dist2,lower-left,FALSE,2026-01-30T11:13:42Z,20810,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2026-01-30T11:13:49Z,3111,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,27,verb,bekennen,verstecken,dist1,lower-right,FALSE,2026-01-30T11:13:55Z,3591,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,28,noun,ruine,schiene,dist2,lower-left,FALSE,2026-01-30T11:14:04Z,2772,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,29,noun,labyrinth,labyrinth,target,lower-left,TRUE,2026-01-30T11:14:20Z,3068,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,30,noun,orchidee,zeh,dist2,upper-right,FALSE,2026-01-30T11:14:25Z,3100,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,31,verb,schwanken,schenken,dist2,lower-left,FALSE,2026-01-30T11:14:30Z,3411,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,32,noun,zucchini,skateboard,dist3,lower-left,FALSE,2026-01-30T11:14:35Z,2923,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,33,verb,tuermen,tuermen,target,upper-left,TRUE,2026-01-30T11:14:42Z,4004,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,34,verb,befreien,schreien,dist2,upper-left,FALSE,2026-01-30T11:14:52Z,5764,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,35,noun,kajak,kajak,target,upper-left,TRUE,2026-01-30T11:14:58Z,3924,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,36,verb,abseilen,herunterklettern,dist1,lower-left,FALSE,2026-01-30T11:15:02Z,3090,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,37,verb,tuscheln,singen,dist3,upper-left,FALSE,2026-01-30T11:15:20Z,16210,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,38,noun,hummer,hummer,target,upper-right,TRUE,2026-01-30T11:15:25Z,3528,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,39,noun,nelke,zelt,dist2,lower-left,FALSE,2026-01-30T11:15:30Z,3813,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,40,verb,betrachten,betrachten,target,lower-left,TRUE,2026-01-30T11:15:38Z,3802,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,41,noun,flunder,flunder,target,lower-right,TRUE,2026-01-30T11:15:43Z,3068,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
vie6u5cf,42,noun,cello,cello,target,lower-left,TRUE,2026-01-30T11:15:48Z,2993,2026-01-30,Männlich,Deutsch;;,2022-11-07,3.2306639288158796
1F6K67kS,1,noun,auge,auge,target,upper-left,TRUE,2025-08-29T08:09:26Z,3912,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,2,verb,schweben,schweben,target,lower-left,TRUE,2025-08-29T08:09:36Z,4916,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,3,noun,moehre,moehre,target,lower-right,TRUE,2025-08-29T08:09:41Z,2909,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,4,noun,ameise,ameise,target,upper-right,TRUE,2025-08-29T08:09:48Z,5212,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2025-08-29T08:09:54Z,4133,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,6,noun,elch,elch,target,upper-left,TRUE,2025-08-29T08:09:59Z,3936,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,7,noun,chor,chor,target,upper-right,TRUE,2025-08-29T08:10:03Z,3084,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,8,verb,torkeln,torkeln,target,upper-left,TRUE,2025-08-29T08:10:12Z,7107,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,9,verb,studieren,marschieren,dist2,upper-left,FALSE,2025-08-29T08:10:19Z,5296,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,10,verb,operieren,operieren,target,lower-left,TRUE,2025-08-29T08:10:24Z,3537,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,11,noun,ventilator,ventilator,target,lower-left,TRUE,2025-08-29T08:10:32Z,6846,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,12,verb,waehlen,ueberlegen,dist1,upper-right,FALSE,2025-08-29T08:10:39Z,5688,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,13,noun,rucola,rucola,target,lower-right,TRUE,2025-08-29T08:10:44Z,3789,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,14,verb,scheren,scheren,target,upper-right,TRUE,2025-08-29T08:10:51Z,5890,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,15,noun,giraffe,giraffe,target,upper-left,TRUE,2025-08-29T08:10:55Z,3005,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,16,noun,palme,palme,target,lower-left,TRUE,2025-08-29T08:11:00Z,3471,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,17,verb,tadeln,loben,dist1,lower-right,FALSE,2025-08-29T08:11:13Z,12363,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,18,noun,ananas,ananas,target,lower-right,TRUE,2025-08-29T08:11:18Z,3042,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,19,verb,empfangen,empfangen,target,lower-right,TRUE,2025-08-29T08:11:24Z,4495,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,20,verb,verloben,heiraten,dist1,lower-right,FALSE,2025-08-29T08:11:32Z,7289,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,21,noun,ozean,fluss,dist1,lower-left,FALSE,2025-08-29T08:11:40Z,6358,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2025-08-29T08:11:53Z,11234,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,23,noun,gazelle,libelle,dist2,upper-left,FALSE,2025-08-29T08:11:59Z,4467,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,24,verb,liefern,liefern,target,lower-left,TRUE,2025-08-29T08:12:05Z,3582,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2025-08-29T08:12:11Z,4889,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2025-08-29T08:12:16Z,3436,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,27,verb,bekennen,ziehen,dist3,lower-left,FALSE,2025-08-29T08:12:25Z,8210,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,28,noun,ruine,ruine,target,lower-right,TRUE,2025-08-29T08:12:34Z,7659,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,29,noun,labyrinth,wirbelwind,dist2,lower-right,FALSE,2025-08-29T08:12:40Z,4237,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,30,noun,orchidee,banner,dist3,lower-right,FALSE,2025-08-29T08:12:47Z,4493,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,31,verb,schwanken,drehen,dist1,lower-right,FALSE,2025-08-29T08:12:55Z,7043,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,32,noun,zucchini,zucchini,target,upper-right,TRUE,2025-08-29T08:13:00Z,2877,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,33,verb,tuermen,oeffnen,dist3,lower-right,FALSE,2025-08-29T08:13:08Z,4793,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,34,verb,befreien,befreien,target,lower-right,TRUE,2025-08-29T08:13:13Z,3551,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,35,noun,kajak,bumerang,dist3,lower-right,FALSE,2025-08-29T08:13:19Z,4266,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,36,verb,abseilen,abseilen,target,upper-left,TRUE,2025-08-29T08:13:25Z,4910,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,37,verb,tuscheln,tuschen,dist2,upper-right,FALSE,2025-08-29T08:13:31Z,4408,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,38,noun,hummer,hummer,target,upper-right,TRUE,2025-08-29T08:13:39Z,7258,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,39,noun,nelke,kompass,dist3,upper-left,FALSE,2025-08-29T08:13:46Z,5694,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,40,verb,betrachten,bewachen,dist2,upper-right,FALSE,2025-08-29T08:13:53Z,5183,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,41,noun,flunder,holunder,dist2,upper-left,FALSE,2025-08-29T08:13:59Z,4507,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,42,noun,cello,harfe,dist1,lower-right,FALSE,2025-08-29T08:14:07Z,6234,2025-08-29,Weiblich,Deutsch;;,2021-05-22,4.271047227926078
1F6K67kS,1,noun,auge,auge,target,upper-left,TRUE,2025-11-21T09:02:05Z,7761,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,2,verb,schweben,schweben,target,lower-left,TRUE,2025-11-21T09:02:11Z,5114,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,3,noun,moehre,moehre,target,lower-right,TRUE,2025-11-21T09:02:15Z,2508,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,4,noun,ameise,ameise,target,upper-right,TRUE,2025-11-21T09:02:19Z,3163,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2025-11-21T09:02:24Z,3449,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,6,noun,elch,elch,target,upper-left,TRUE,2025-11-21T09:02:28Z,3335,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,7,noun,chor,chor,target,upper-right,TRUE,2025-11-21T09:02:32Z,2929,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,8,verb,torkeln,huepfen,dist1,lower-left,FALSE,2025-11-21T09:03:10Z,37166,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,9,verb,studieren,marschieren,dist2,upper-left,FALSE,2025-11-21T09:03:17Z,5641,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,10,verb,operieren,impfen,dist1,upper-right,FALSE,2025-11-21T09:03:21Z,3031,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,11,noun,ventilator,ventilator,target,lower-left,TRUE,2025-11-21T09:03:26Z,4426,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,12,verb,waehlen,ueberlegen,dist1,upper-right,FALSE,2025-11-21T09:03:33Z,6120,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,13,noun,rucola,drakula,dist2,upper-left,FALSE,2025-11-21T09:03:40Z,5805,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,14,verb,scheren,scheren,target,upper-right,TRUE,2025-11-21T09:03:45Z,3195,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,15,noun,giraffe,giraffe,target,upper-left,TRUE,2025-11-21T09:03:48Z,2571,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,16,noun,palme,palme,target,lower-left,TRUE,2025-11-21T09:03:53Z,3363,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,17,verb,tadeln,fluestern,dist3,upper-left,FALSE,2025-11-21T09:04:01Z,7343,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,18,noun,ananas,ananas,target,lower-right,TRUE,2025-11-21T09:04:05Z,2981,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,19,verb,empfangen,empfangen,target,lower-right,TRUE,2025-11-21T09:04:12Z,6737,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,20,verb,verloben,verloben,target,upper-left,TRUE,2025-11-21T09:04:20Z,6468,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,21,noun,ozean,fabrik,dist3,upper-right,FALSE,2025-11-21T09:04:25Z,4229,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2025-11-21T09:04:34Z,7097,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,23,noun,gazelle,libelle,dist2,upper-left,FALSE,2025-11-21T09:04:39Z,4191,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,24,verb,liefern,liefern,target,lower-left,TRUE,2025-11-21T09:04:46Z,5521,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2025-11-21T09:04:52Z,5088,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2025-11-21T09:04:57Z,4335,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,27,verb,bekennen,verstecken,dist1,lower-right,FALSE,2025-11-21T09:05:04Z,6205,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,28,noun,ruine,ruine,target,lower-right,TRUE,2025-11-21T09:05:10Z,5050,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,29,noun,labyrinth,wirbelwind,dist2,lower-right,FALSE,2025-11-21T09:05:19Z,7170,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
1F6K67kS,30,noun,orchidee,banner,dist3,lower-right,FALSE,2025-11-21T09:05:24Z,3891,2025-11-21,Weiblich,Deutsch;;,2021-05-22,4.501026694045175
